config_id,stressor_prob,stressor_intensity,immortal,run,generation,lifespan,dreamer_fraction,guardian_fraction,plasticity_index,interiority_score,n_awakenings,cause_of_death,fitness_score,plasticity_selection_r
sp0.3_si2.0_mortal,0.3,2.0,False,2,13,96,0.621053,0.336842,1.843745,1.0,0,survived,0.374185,0.068579
sp0.3_si2.0_mortal,0.3,2.0,False,2,14,101,0.43,0.34,1.264702,1.0,0,survived,0.304314,0.064787
sp0.3_si2.0_mortal,0.3,2.0,False,2,15,59,0.62069,0.37931,1.636359,1.0,0,survived,0.325568,0.178004
sp0.3_si2.0_mortal,0.3,2.0,False,2,16,34,0.484848,0.393939,1.230766,1.0,0,survived,0.238481,0.15875
sp0.3_si2.0_mortal,0.3,2.0,False,2,17,18,0.705882,0.294118,2.399992,0.6,0,survived,0.305934,0.236225
sp0.3_si2.0_mortal,0.3,2.0,False,2,18,42,0.609756,0.390244,1.562496,1.0,0,survived,0.298924,0.159511
sp0.3_si2.0_mortal,0.3,2.0,False,2,19,99,0.612245,0.316327,1.935478,1.0,0,survived,0.374592,0.158097
sp0.3_si2.0_mortal,0.3,2.0,False,2,20,255,0.649606,0.30315,2.14285,1.0,0,survived,0.593904,0.159729
sp0.3_si2.0_mortal,0.3,2.0,False,2,21,94,0.569892,0.344086,1.656245,1.0,0,survived,0.351101,0.147384
sp0.3_si2.0_mortal,0.3,2.0,False,2,22,239,0.588235,0.273109,2.153838,1.0,0,survived,0.548395,0.121559
sp0.3_si2.0_mortal,0.3,2.0,False,2,23,175,0.603448,0.281609,2.14285,1.0,0,survived,0.470637,0.117544
sp0.3_si2.0_mortal,0.3,2.0,False,2,24,256,0.556863,0.321569,1.731702,1.0,0,survived,0.558116,0.114532
sp0.3_si2.0_mortal,0.3,2.0,False,2,25,13,0.833333,0.166667,4.99997,0.1,0,survived,0.350364,0.142925
sp0.3_si2.0_mortal,0.3,2.0,False,2,26,370,0.607046,0.311653,1.94782,1.0,0,survived,0.727535,0.324728
sp0.3_si2.0_mortal,0.3,2.0,False,2,27,60,0.610169,0.254237,2.399991,1.0,0,survived,0.32267,0.322899
sp0.3_si2.0_mortal,0.3,2.0,False,2,28,364,0.608815,0.23416,2.599989,1.0,0,survived,0.720382,0.303787
sp0.3_si2.0_mortal,0.3,2.0,False,2,29,162,0.652174,0.242236,2.692297,1.0,0,survived,0.473097,0.303665
sp0.3_si2.0_mortal,0.3,2.0,False,2,30,72,0.535211,0.338028,1.583329,1.0,0,survived,0.308408,0.287508
sp0.3_si2.0_mortal,0.3,2.0,False,2,31,133,0.681818,0.204545,3.333317,1.0,0,survived,0.446963,0.286907
sp0.3_si2.0_mortal,0.3,2.0,False,2,32,93,0.565217,0.347826,1.624995,1.0,0,survived,0.347921,0.267082
sp0.3_si2.0_mortal,0.3,2.0,False,2,33,68,0.746269,0.19403,3.846134,1.0,0,survived,0.38759,0.276699
sp0.3_si2.0_mortal,0.3,2.0,False,2,34,64,0.587302,0.285714,2.055548,1.0,0,survived,0.318763,0.224488
sp0.3_si2.0_mortal,0.3,2.0,False,2,35,431,0.57907,0.313953,1.844439,1.0,0,survived,0.796257,0.181674
sp0.3_si2.0_mortal,0.3,2.0,False,2,36,22,0.380952,0.238095,1.599993,1.0,0,survived,0.181202,0.191917
sp0.3_si2.0_mortal,0.3,2.0,False,2,37,48,0.680851,0.319149,2.133327,1.0,0,survived,0.335223,0.229668
sp0.3_si2.0_mortal,0.3,2.0,False,2,38,188,0.625668,0.304813,2.052625,1.0,0,survived,0.496556,0.235369
sp0.3_si2.0_mortal,0.3,2.0,False,2,39,70,0.623188,0.26087,2.38888,1.0,0,survived,0.340978,0.230647
sp0.3_si2.0_mortal,0.3,2.0,False,2,40,208,0.594203,0.347826,1.708328,1.0,0,survived,0.51017,0.232134
sp0.3_si2.0_mortal,0.3,2.0,False,2,41,140,0.589928,0.294964,1.999993,1.0,0,survived,0.419377,0.232223
sp0.3_si2.0_mortal,0.3,2.0,False,2,42,324,0.640867,0.263158,2.435285,1.0,0,survived,0.680801,0.217188
sp0.3_si2.0_mortal,0.3,2.0,False,2,43,249,0.629032,0.290323,2.166659,1.0,0,survived,0.577814,0.223148
sp0.3_si2.0_mortal,0.3,2.0,False,2,44,115,0.605263,0.307018,1.971422,1.0,0,survived,0.39276,0.220909
sp0.3_si2.0_mortal,0.3,2.0,False,2,45,45,0.659091,0.340909,1.933328,1.0,0,survived,0.322588,0.220074
sp0.3_si2.0_mortal,0.3,2.0,False,2,46,203,0.643564,0.217822,2.954532,1.0,0,survived,0.523365,0.225228
sp0.3_si2.0_mortal,0.3,2.0,False,2,47,179,0.58427,0.308989,1.890903,1.0,0,survived,0.468206,0.227007
sp0.3_si2.0_mortal,0.3,2.0,False,2,48,528,0.652,0.262,2.48854,1.0,0,survived,0.8608,0.181858
sp0.3_si2.0_mortal,0.3,2.0,False,2,49,235,0.58547,0.294872,1.985501,1.0,0,survived,0.501233,0.187619
sp0.3_si2.0_immortal,0.3,2.0,True,0,0,1000,0.612,0.298,2.053684,1.0,0,revived×2,0.0,0.0
sp0.3_si2.0_immortal,0.3,2.0,True,0,1,1000,0.628,0.304,2.065783,1.0,0,revived×8,0.8448,0.0
sp0.3_si2.0_immortal,0.3,2.0,True,0,2,1000,0.55,0.366,1.502728,1.0,0,revived×15,0.8512,0.0
sp0.3_si2.0_immortal,0.3,2.0,True,0,3,1000,0.59,0.344,1.715111,1.0,0,revived×29,0.82,1.0
sp0.3_si2.0_immortal,0.3,2.0,True,0,4,1000,0.622,0.336,1.851185,1.0,0,revived×46,0.836,-0.752451
sp0.3_si2.0_immortal,0.3,2.0,True,0,5,1000,0.564,0.376,1.499996,1.0,0,revived×64,0.8488,-0.549955
sp0.3_si2.0_immortal,0.3,2.0,True,0,6,1000,0.518,0.422,1.227485,0.99,0,revived×77,0.8256,-0.089874
sp0.3_si2.0_immortal,0.3,2.0,True,0,7,1000,0.586,0.354,1.655363,0.86625,0,revived×93,0.8072,-0.36431
sp0.3_si2.0_immortal,0.3,2.0,True,0,8,1000,0.59,0.374,1.577536,0.83,0,revived×106,0.8344,-0.635284
sp0.3_si2.0_immortal,0.3,2.0,True,0,9,1000,0.612,0.334,1.83233,0.759,0,revived×117,0.836,-0.504751
sp0.3_si2.0_immortal,0.3,2.0,True,0,10,1000,0.62,0.324,1.913574,0.803636,0,revived×127,0.8448,-0.389547
sp0.3_si2.0_immortal,0.3,2.0,True,0,11,1000,0.578,0.36,1.605551,0.793333,0,revived×137,0.848,-0.190397
sp0.3_si2.0_immortal,0.3,2.0,True,0,12,1000,0.588,0.34,1.729407,0.732308,0,revived×150,0.8312,-0.014037
sp0.3_si2.0_immortal,0.3,2.0,True,0,13,1000,0.614,0.32,1.918744,0.68,0,revived×164,0.8352,-0.063499
sp0.3_si2.0_immortal,0.3,2.0,True,0,14,1000,0.58,0.378,1.534387,0.634667,0,revived×184,0.8456,-0.06103
sp0.3_si2.0_immortal,0.3,2.0,True,0,15,1000,0.556,0.396,1.404037,0.595,0,revived×203,0.832,0.042652
sp0.3_si2.0_immortal,0.3,2.0,True,0,16,1000,0.542,0.368,1.472822,0.56,0,revived×222,0.8224,-0.002127
sp0.3_si2.0_immortal,0.3,2.0,True,0,17,1000,0.554,0.352,1.573859,0.528889,0,revived×231,0.8168,-0.120346
sp0.3_si2.0_immortal,0.3,2.0,True,0,18,1000,0.546,0.392,1.392854,0.501053,0,revived×243,0.8216,-0.247976
sp0.3_si2.0_immortal,0.3,2.0,True,0,19,1000,0.586,0.366,1.601089,0.476,0,revived×270,0.8184,-0.314815
sp0.3_si2.0_immortal,0.3,2.0,True,0,20,1000,0.628,0.306,2.052281,0.502857,0,revived×280,0.8344,-0.384832
sp0.3_si2.0_immortal,0.3,2.0,True,0,21,1000,0.584,0.38,1.536838,0.486818,0,revived×292,0.8512,-0.343961
sp0.3_si2.0_immortal,0.3,2.0,True,0,22,1000,0.558,0.38,1.468417,0.465652,0,revived×317,0.8336,-0.185363
sp0.3_si2.0_immortal,0.3,2.0,True,0,23,1000,0.552,0.386,1.430048,0.44625,0,revived×327,0.8232,-0.172852
sp0.3_si2.0_immortal,0.3,2.0,True,0,24,1000,0.562,0.364,1.543952,0.4284,0,revived×347,0.8208,-0.22166
sp0.3_si2.0_immortal,0.3,2.0,True,0,25,1000,0.548,0.368,1.489126,0.411923,0,revived×365,0.8248,-0.274732
sp0.3_si2.0_immortal,0.3,2.0,True,0,26,1000,0.59,0.308,1.915578,0.396667,0,revived×377,0.8192,-0.300204
sp0.3_si2.0_immortal,0.3,2.0,True,0,27,1000,0.604,0.378,1.597879,0.3825,0,revived×395,0.836,-0.347296
sp0.3_si2.0_immortal,0.3,2.0,True,0,28,1000,0.612,0.358,1.709492,0.36931,0,revived×406,0.8416,-0.305305
sp0.3_si2.0_immortal,0.3,2.0,True,0,29,1000,0.596,0.356,1.674153,0.357,0,revived×424,0.8448,-0.236215
sp0.3_si2.0_immortal,0.3,2.0,True,0,30,1000,0.61,0.354,1.723159,0.345484,0,revived×444,0.8384,-0.157926
sp0.3_si2.0_immortal,0.3,2.0,True,0,31,1000,0.614,0.326,1.88343,0.334688,0,revived×464,0.844,-0.122041
sp0.3_si2.0_immortal,0.3,2.0,True,0,32,1000,0.62,0.31,1.999994,0.345758,0,revived×479,0.8456,-0.062331
sp0.3_si2.0_immortal,0.3,2.0,True,0,33,1000,0.586,0.372,1.575265,0.337941,0,revived×496,0.848,-0.002237
sp0.3_si2.0_immortal,0.3,2.0,True,0,34,1000,0.598,0.334,1.790414,0.329714,0,revived×507,0.8344,0.06086
sp0.3_si2.0_immortal,0.3,2.0,True,0,35,1000,0.602,0.374,1.609621,0.320556,0,revived×521,0.8392,0.059453
sp0.3_si2.0_immortal,0.3,2.0,True,0,36,1000,0.546,0.378,1.444441,0.311892,0,revived×543,0.8408,0.078423
sp0.3_si2.0_immortal,0.3,2.0,True,0,37,1000,0.58,0.366,1.584695,0.303684,0,revived×560,0.8184,0.102196
sp0.3_si2.0_immortal,0.3,2.0,True,0,38,1000,0.614,0.32,1.918744,0.308462,0,revived×574,0.832,0.030925
sp0.3_si2.0_immortal,0.3,2.0,True,0,39,1000,0.598,0.348,1.718386,0.30075,0,revived×593,0.8456,0.021717
sp0.3_si2.0_immortal,0.3,2.0,True,0,40,1000,0.646,0.314,2.057318,0.307317,0,revived×604,0.8392,0.065634
sp0.3_si2.0_immortal,0.3,2.0,True,0,41,1000,0.544,0.382,1.42408,0.301905,0,revived×615,0.8584,0.081881
sp0.3_si2.0_immortal,0.3,2.0,True,0,42,1000,0.59,0.374,1.577536,0.294884,0,revived×630,0.8176,0.16046
sp0.3_si2.0_immortal,0.3,2.0,True,0,43,1000,0.572,0.356,1.606737,0.288182,0,revived×645,0.836,0.091072
sp0.3_si2.0_immortal,0.3,2.0,True,0,44,1000,0.588,0.354,1.661012,0.281778,0,revived×662,0.8288,0.092816
sp0.3_si2.0_immortal,0.3,2.0,True,0,45,1000,0.56,0.386,1.450773,0.275652,0,revived×687,0.8352,0.070023
sp0.3_si2.0_immortal,0.3,2.0,True,0,46,1000,0.61,0.336,1.815471,0.269787,0,revived×698,0.824,0.07017
sp0.3_si2.0_immortal,0.3,2.0,True,0,47,1000,0.608,0.344,1.767437,0.264167,0,revived×711,0.844,0.033233
sp0.3_si2.0_immortal,0.3,2.0,True,0,48,1000,0.594,0.376,1.579783,0.258776,0,revived×731,0.8432,0.063076
sp0.3_si2.0_immortal,0.3,2.0,True,0,49,1000,0.632,0.332,1.903609,0.2536,0,revived×747,0.8376,0.088217
sp0.3_si2.0_immortal,0.3,2.0,True,1,0,1000,0.612,0.298,2.053684,1.0,0,revived×4,0.0,0.0
sp0.3_si2.0_immortal,0.3,2.0,True,1,1,1000,0.588,0.364,1.61538,1.0,0,revived×14,0.8448,0.0
sp0.3_si2.0_immortal,0.3,2.0,True,1,2,1000,0.56,0.36,1.555551,1.0,0,revived×21,0.8352,0.0
sp0.3_si2.0_immortal,0.3,2.0,True,1,3,1000,0.632,0.294,2.149653,1.0,0,revived×33,0.824,-1.0
sp0.3_si2.0_immortal,0.3,2.0,True,1,4,1000,0.682,0.306,2.228751,1.0,0,revived×45,0.8528,-0.999015
sp0.3_si2.0_immortal,0.3,2.0,True,1,5,1000,0.602,0.35,1.719995,1.0,0,revived×59,0.8728,0.132964
sp0.3_si2.0_immortal,0.3,2.0,True,1,6,1000,0.578,0.38,1.521049,1.0,0,revived×77,0.8408,0.629606
sp0.3_si2.0_immortal,0.3,2.0,True,1,7,1000,0.61,0.33,1.848479,1.0,0,revived×89,0.8312,0.39006
sp0.3_si2.0_immortal,0.3,2.0,True,1,8,1000,0.548,0.388,1.412367,0.952222,0,revived×104,0.844,0.092068
